Date,Country,Rating,User,Version,Title,Review
4/4/2013,GB,5,Peter McD,1.5.2,Mr,Great. Simple. It just works.
4/4/2013,US,5,g. barker,1.5.2,"Great app, service",So far really enjoying the service. Hope processing time is reduced to allow faster posting of Camera Roll pics to Photo Mail or Photo Page. Highlights and Explore are neat features.
4/3/2013,NL,5,Selachii,1.5.2,Awesome,"Always access to all your photos is great, especially with giant photo libraries."
4/2/2013,US,5,Chaney Swiney,1.5.2,So good,"Great service, great iPhone app. Nothing not to like about it."
4/2/2013,US,3,dot.mac,1.5.2,Good in theory...,"Unfortunately, the iTunes store just ate my detailed review.RD version:  Not yet ready for prime time, don't bank on saving all your photos to this app.  Many of my photos have been rejected for ""unsupported dimensions"" or not being JPEG."
4/2/2013,US,5,b.hodge,1.5.1,1.5.1,Does everything it sets out to do and does it in a very speedy fashion. Easily recommendable.
4/2/2013,CA,5,chenchen119,1.5.1,awesome!!!,never have storage issue anymore~such an great app/service for photo organizing and storage!
4/1/2013,GB,5,Midlandsowl,1.5.1,Best app on my iPhone,Can't believe this app isn't getting more press. Brilliant. Best photo app on the iPhone.
4/1/2013,CA,5,SuperDave147,1.5.1,The Best,The most amazing photo curation app. Period.
3/30/2013,DE,5,sschuth,1.5.1,Beautiful,Browsing my photo collection is fun again.
3/30/2013,US,5,speedfoot,1.5.1,Solid,"Great app! Spontaneous crashing, but nothing near as bad as Adobe Revel!"
3/29/2013,FR,1,survivreausida.net,1.5.1,"Très limité, ne permet pas d'archiver ses photos, et plein de pub","Très limité: à part regarder ses propres photos, on ne peut pas faire grand choses. Les gadgets proposés pour extraire toutes les photos de paysages, de chats, etc je n'en voit pas l'utilité pratiquene permet pas d'archiver ses photos: le truc qui marche bien, c'est l'envoi automatisée des photos depuis tous ses bidules. Mais on ne peut pas s'en servir comme service de sauvegarde.plein de pub: évier prix fait du marketing viral quand on envoie ses photos privées par mail. Et ce meme quand on paie 40€ par an. Pas cool."
3/29/2013,US,5,djjenkins,1.5.1,The perfect online solution,"Wow, so impressed with the app and service. Syncs all the pictures from my wife's and my computers and iPhones. The apps are wonderful too. Great cloud solution for our pictures"
3/28/2013,GB,5,martynpie,1.5.1,Awesome service,Love it. Love it. Love it.
3/27/2013,US,5,Rotzo,1.5.1,What iCloud photo syncing should be.,"Perfectly harmonizes between iOS, Mac, and web."
3/27/2013,CA,4,neoviking,1.5.1,"Fantastic app, just doesn't work with Time Capsule","Love love love this app. Finally a way to backup all photos with amazing access to them from iPhone iPad etc. I'm rediscovering memories I had completely forgotten. The only problem is it won't let me backup from the Time Capsule I use for most of my photos, which is a big disappointment."
3/26/2013,US,4,hellosoymaria,1.5.1,Quite happy,"I like how fast everything is organized. I miss tags or favorite pictures, but still is the best photo app I've seen. Very easy to use. I went premium because I really liked the free version."
3/26/2013,US,5,bg1973,1.5.1,Happy,I am happy with the free part of this freemium photo service.
3/26/2013,US,5,Hearthero,1.5.1,Amazing interface,Great presentation and browsing of ALL you photos
3/25/2013,CN,4,IrisMaaa,1.5.1,目前比较喜欢,自动按时间把照片分类了！期待更多精彩功能。
3/25/2013,MX,5,Javier CarGo,1.5.1,Excelente,"Además de ser muy económico al ser un servicio de back up de fotografias ilimitado, es muy sencillo de usar. He visto fotos que hacia años que no veía y es muy fácil el tenerlas disponibles en muchos dispositivos!"
3/24/2013,FR,5,Focalize,1.5.1,Amazing !!,"Je suis photographe professionnel et j'ai enfin trouvé, avec Everpix, LA solution de stockage dans le cloud !!!!!J'ai même ouvert 2 comptes : 1 perso et 1 pro.Je le recommande a tt le monde"
3/24/2013,US,4,Android20,1.5.1,Good,Wish you could scroll continuously through all your photos (instead of a single day) like with the default photo app.
3/24/2013,US,5,Adam Lawrence,1.5.1,Awesome,Works like a charm.
3/24/2013,US,5,Tashta,1.5.1,Great,Very happy with all aspects of the app. Will be sing for years to come.
3/24/2013,US,5,Mark Cathey,1.5.1,"Great service, great app","The service is great. I use on a Mac, a work PC (via web), iPhone and iPad.  I have about 9000 photos. I have universal access to all pictures everywhere. I can quickly build webpages full of photos (well designed and clickable to full screen) and send links to them.     For $40 a year I have a full online backup, a better than Flickr web interface, and instant updating as new photos are taken from iPhone or downloaded from camera to iPhoto. That is a five star app."
3/23/2013,SE,5,Jonas Hallberg,1.5.1,Môcke bra!,"Snyggt, enkelt, bra."
3/23/2013,US,3,BLUEBLUEYOU,1.5.1,Good,Needs work on broadening random pic selection.
3/23/2013,US,2,Xtnshun,1.5.1,Pretty good,"This is a pretty good app.  Combines photos from lots of places, and resurfaces old ones in interesting ways.  Downsides are no portrait mode on iPad and it nags you to rate it."
3/21/2013,DK,4,Igor123444,1.5.1,...,Love that I can have all my photos synced in one place! Has a great and intriguing UI. Very easy to use...Would like to have a feature where I would be able to download all my photos though. Also filtering on sources is missing in the app...
3/21/2013,US,5,Matt Fletcher,1.5.1,My go-to photo app!,Really great at pulling all your photos into one easy to view place without moving away from any services. Love it!
3/20/2013,CH,5,Utilisateur comblé,1.5.1,Fantastique!,Ça marche vraiment nickel!
3/20/2013,IT,5,Lucaslawyer,1.5.1,Fantastica!,L'app definitiva per la condivisione di foto e pure gratuita!! 10 e lode
3/19/2013,GB,5,Toytown Mafia,1.5.1,Rediscover your photo collection,"I'm so pleased that this service exists. I haven't looked at my photo collection for months, since it's stuck in iPhoto on my Mac, which I don't use as much any more.Everpix makes your photo collection more accessible through the apps, it makes it more complete through the Facebook and other connections, and makes it more enjoyable through features like Explore.It's reassuring that everything's backed up in the cloud, and that you have to pay, so it's not going to disappear overnight. There seem to be weekly updates too.The only things really missing at the moment are a map view based on geolocation data, and being able to see information about photos, like you can on the website. I'm sure these features are in the works."
3/18/2013,IT,5,Parú,1.5.1,Ottima e finalmente anche freemium,"Grafica curata e servizio molto ben fatto, introdotta da poco la versione per poveri, per fortuna. Ottima app. Problemi con l'icona su iPod touch"
3/18/2013,US,4,Dignanmorse,1.5.1,"Great app, but not for me","This is a really well done app, and a good service. However, the lack of some key features will keep me looking elsewhere. The thing I miss most is the ability to have communal albums that myself and family and friends can all contribute to. Instead this service only allows you to share in one direction."
3/18/2013,US,5,Christopher Brandow,1.5.1,Simply amazing,Really easy to set up. Makes me sigh an enormous sigh of relief. Will definitely be upgrading to paid version.
3/17/2013,GR,5,fedlivie,1.5.1,An Awesome App!,This elegantly designed app is an indispensable tool for those who enjoy revisiting their large collections of old photos which were previously scattered into several long abandoned hard drives and mobile phones.  Everpix allows these photo collections to be gathered into one place (in the cloud) which is readily accessible from everywhere.
3/17/2013,US,5,DaddyFlo,1.5.1,"Wow, finally getting my digital photos organized...","I have over 100,000 photos that I've scanned, shot, downloaded, been sent and prudently copied on many hard drives over the past dozen years.  By design I have many copies of of the same file on many hard drive and in many folders. While over the years this has insured that I wouldn't lose all my photos in case of failure or fire, It has been impossible to organize. Everpix appears to be on the path to solving this problem. I gave it five stars, not because I rate it a perfect service, but because it appears to be a great beginning  with GREAT potential down the line. It has allowed me to transform my photographic ""trash house"" so that I can at least walk around now. In the future I hope to throw away what is not needed and have it cleaned up enough to invite friends in to enjoy.Thanks for the solution.  Keep up the good work."
3/16/2013,US,4,cR6n3k9k7m,1.5.1,Well designed app and promising service,Nicely done.
3/15/2013,GB,5,andysharpsky,1.5.1,very good,.
3/15/2013,US,4,mnyman12,1.5,A good start,"Shows a lot of potential out of the gate. Looks and works well. Could use some better uploading criteria, for example, only 3 Stars and higher from my Lightroom catalog, but I imagine that kind of thing will come if it's technically possible."
3/15/2013,FR,5,Kpouer,1.5.1,Excellent,"Un flux de photo puissance mille, il garde toutes vos photos de l'année précédente gratuitement et en plus très agréable à parcourir. Et sur abonnement garde toute votre collection. Un moyen agréable de revoir d'anciennes photos qu'on ne regardait jamais"
3/14/2013,US,4,kugino,1.5,great service!,like some others have mentioned I would give this five stars if I could delete photos from the app. excellent service otherwise.
3/14/2013,US,1,Disgruntled Slate Reader,1.5,Not sure Everview knows anything,"Not sure thar Everview knows anything. I have several dozen pictures of head and shoulder shots of people that Everview has indexed. When I ask for people, ""no images"" are reported. As a matter of fact, I have no images in any of the Everview categories. Just the collection, lumped in some sort of date quanta. Bottom line: wait for version 2.0. Or maybe even 3.0."
3/14/2013,CA,5,keithy-boy,1.5,Wow-great idea,I lost a bunch of old photos recently and went looking for a way to save them into the cloud. This is an excellent Idea. It syncs devices and  my computers with a fantastic UI.
3/12/2013,CH,5,Oliver Strasser,1.5,Dein Fotoalbum immer dabei!,"Wenn Du alle deine Fotos immer zur Hand haben möchtest, dann ist das DIE APP.Sync funktioniert einwandfrei, immer aktuell.Absolut empfelenswert."
3/11/2013,DE,5,Irgendwoanders,1.5,Everpix ist schnell,... Und mit dem Auto-Upload ist man schnell fertig. Wer in der Gegenwart lebt ist mit der Free-Subscription eigentlich sehr gut bedient.
3/11/2013,GB,5,Sean O'Farrell,1.5,Great,A good easy to use app that is getting better all the time.
3/11/2013,CA,4,Supertoes,1.5,Crashes every time it opens,1.5 is not compatible with ios5. Do not install.
3/10/2013,US,4,danlnyc,1.5,Great App and Service,This is a great app connected to a great service.   I would give this 5 stars and be overjoyed if I could delete photos and label moments from the IOS App.   To discover pictures has been amazing.
3/10/2013,US,4,hellosoymaria,1.5,Quite happy,"I have always been obsessed about the lack of a good app for organizing pictures. I think this has a good chance to be the one. It's quite fast in putting it all together and has a nice, easy design. I just miss a tag system or search tool to find pics. And maybe a way to favorite some of them. But I think improvements are coming. I have been trying several options and this is the best one!"
3/10/2013,FR,4,expressphotoKdo,1.5,Presque excellent,"Il ne manque que la possibilité de pouvoir effacer par lot et je mets une 5eme étoile. Pour le moment c'est déjà pas mal du tout. Au début c'est un peu perturbant car il y a un décalage entre la mise en ligne et l'affichage (dans le cas de nombreuses images en HD mises en ligne en même temps) tout comme un effacement total où il faut attendre plusieurs heures avant de voir les photos disparaitre mais une fois qu'on le sais, y à plus de Stress !"
3/10/2013,FR,5,MonsieurPap,1.5,Excellent,Super app. Ca vaut le prix
3/10/2013,GB,5,jpsjsj,1.5,Awesome,"Awesome app, rediscovered so many old photos. So easy to use and it processes everything so quickly. Got my 30,000+ library in there very quickly!"
3/10/2013,GB,5,Buzzub,1.5,"80,000 memories available anywhere, anytime.","After a week of uploading, my 100GB of photos are now available to browse at any time on my iPhone. Fab.Highlights and Moments are two great ways to view photos. Explore is very clever (clicking 'Animals' finds LOTS of pictures of our cats).I'd like to see a couple of extra features, but even as it is this a great app."
3/10/2013,CN,5,miles_cui,1.5,非常好用,要是同步速度能更快点就更好了
3/10/2013,CA,4,Likethejeans,1.5,"Great, please add...",I love it.  Please add the ability to hide or remove photos inside the apps.
3/9/2013,US,4,James Coats,1.5,Great app and service,Great app and service
3/9/2013,US,5,lynncosbm,1.5,Very happy so far,"I've been looking for an easy way to back up photos online, so far I would say this app is perfect for what I want."
3/9/2013,US,5,sbolen,1.5,"Finally, a legitimate replacement for Flickr","I've been looking for a service like Everpix for years - a true ""set it and forget it"" solution for unlimited photo size uploads. I can't recommend it enough."
3/9/2013,SE,5,Zpinn,1.5,Grym app,Fett enkelt bra!
3/9/2013,GB,5,RossA,1.5,Excellent!,Great app!
3/9/2013,FR,5,Kpouer,1.5,Excellent,"Un flux de photo puissance mille, il garde toutes vos photos de l'année précédente gratuitement et en plus très agréable à parcourir. Et sur abonnement garde toute votre collection. Un moyen agréable de revoir d'anciennes photos qu'on ne regardait jamais"
3/9/2013,AU,5,RobertWitchell,1.5,Great app great design,Huge potential still to come!
3/9/2013,JP,5,由香子 駒井,1.5,トライアルから有料に移行しました,今までflickrの有料会員で写真をバックアップしていましたが、これはすべて自動で行ってくれるのがいいです。タグ機能あれば嬉しいです。
3/9/2013,CA,5,borisdionne,1.5,Wow,Just wow. Best experience.
3/8/2013,GB,5,jagosilver,1.5,Excellent so far,"Hoping it will still be when it's got my 75,000+ photos from my Mac on it. The guys behind it are ex-Apple so I'm confident!"
3/8/2013,GB,1,The_Dr00,1.5,1.5 update is atrocious,The App doesn't even load. Was this thing tested before it was released?
3/7/2013,AU,5,Dmboyd,1.5,Highly recommended,"Gave it a go with a 30 day trial, made up my mind 1 day in and bought a subscription. All your photos from everywhere (it even goes and includes photos that were emailed through to you) all in one place at full resolution. Can't wait to see what they do next with it."
3/7/2013,US,5,The SWGS,1.5,Great Service and App!,"Really enjoying using the app to browse through my photos, including ones I haven't looked at in years.The service side of things is exactly what I wish iCloud provided for our photos. Maybe one day it will, till then, I'm definitely going to be using Everpix!"
3/7/2013,KR,5,Makdae,1.5,좋습니다.,"연동 서비스도 많고, 화질도 좋고, 피드백도 잘 되네요."
3/7/2013,AR,4,Leonardus123456,1.5,Solid 1.0,For next version I hope to see editing features.
3/6/2013,IE,4,benricemccarthy,1.5,Hostage Star,"Great app and wonderful interface but I wish it had an easy way to view all photos, especially on the web. (Maybe I'm just not seeing it?)"
3/6/2013,GB,5,Stenev,1.5,Excellent Service,I've been waiting for something like this for years and am excited to see how it develops and what extra features are added. As it is currently though its helped me rediscover my photo library and I'm already hooked!
3/6/2013,IT,5,Parú,1.5,Ottima e finalmente anche freemium,"Grafica curata e servizio molto ben fatto, introdotta da poco la versione per poveri, per fortuna. Ottima app"
3/6/2013,DE,5,ukempf,1.5,Bin begeistert,"Endlich ein Bilder-Service der meine Fotos aus Lightroom automatisch mit der cloud synchronisiert. So habe ich stets alle neuen Bilder in der everpix App auf dem ipad. Die App zeigt die Fotos automatisch nach Jahr und Tagen (""Moments"") sortiert."
3/6/2013,US,5,JaneyM,1.4.4,Finally,"We have a service that takes all our buried images and makes them available everywhere. Unreal that it's taken so long.  Issues? Yes. There's no search, there's only options for browsing by date (Moments) or browsing their software selected Highlights.  Both are good but search would be great.  Try the free 12 month plan. You'll quickly pony up. B"
3/6/2013,US,5,Garoda,1.5,Just what I was looking for,Just wish they add video support soon. That would make it perfect.
3/6/2013,US,5,drgossy,1.5,Beautiful Design,Great interface and the BEST way to consolidate your photos!
3/6/2013,US,4,554228,1.5,Very Good,"The app does what it should - easy navigation, easy access. I don't like a few things:(1) Dates are all equally ""weighted"" such that if you take one throw away iPhone photo on a given day, when you're browsing, you have to look at that in the same way you would your 50 high-quality images from another day(2) I don't like having to click twice to see an enlarged image if there just one moment for a given dayThey also need to have actual facial recognition similar to ThisLife and tagging."
3/6/2013,US,3,Norm Gregory,1.5,Buggy But Has Potential,"Upgrade Coupon Code Doesn't Work.  Send Photo Page Form fields can't be used,  Photos deleted don't go away. But other than that I love it."
3/6/2013,US,5,ideacog,1.5,Love it,"- for the ability to re-visualize/experience my 75k digital photos, which had been spread between several libraries and drives- for the effortless uploading and availability on all devices- that it's not another social network (though it has a few nice sharing features)New explore feature is great. Hope its the tip of the iceberg."
3/6/2013,CA,5,grumps2u,1.5,Great App,Beautiful simplicity. Has made my huge collection of photos manageable again.
3/5/2013,IT,5,mikyreds,1.5,Perfetta,Ottima. Ed ora anche gratis per l'ultimo anno di foto!!!
3/5/2013,US,5,Lionel Muggeridge,1.4.4,Great app!,Really excited too see Explore view get smarter!
3/4/2013,US,5,Ziv Gillat,1.4.4,Love the app and the service,Super slick and just what I've been waiting for.
3/2/2013,US,5,Need.to.know,1.4.4,Great!,This is a rare app... And so much more than an app.  Thank you!
3/1/2013,GB,5,Dr Congo,1.4.4,Love this.,"Would really like to see some more control over organisation (tagging, albums) and management of my video files too. Even without these though, it's still a five star app."
3/1/2013,US,5,krolingo,1.4.4,"Great App, Great System, Awesome Support!",There is nothing quite like it for managing pictures spread across computers and multiple libraries... I can finally find my pictures again!And their customer support is about the best I've encountered in the field.Thank you!
3/1/2013,JP,5,由香子 駒井,1.4.4,トライアルから有料に移行しました,今までflickrの有料会員で写真をバックアップしていましたが、これはすべて自動で行ってくれるのがいいです。タグ機能あれば嬉しいです。
3/1/2013,US,5,M.J. 5000,1.4.4,Works great on ios6,"I've had no problems what so ever, great app!"
2/28/2013,FI,3,Iless,1.4.4,Beautiful app but no portrait mode on iPad!,This must be the first iPad app without portrait mode I've ever used.
2/28/2013,CA,5,Puttzer,1.4.4,Great app,Love this app. I love how it displays the pics. Makes me want to browse my collection.
2/27/2013,FR,5,Vanriden,1.4.4,Top !,"Sauvegarder, visualiser, partager. Tout est simple, magnifique et bien pensé. Le service a certes - pour l'instant - ses limitations, mais dans mon cas il répond parfaitement à mon besoin et vaut largement son prix."
2/27/2013,US,1,whenderson,1.4.4,Landscape only on ipad?!,You have got to be kidding me.
2/24/2013,US,5,DaveMerrill,1.4.3,Outstanding design,"This app and service are a cut above anything similar, I have huge respect for their design sensibilities. Worth it 1000%."
2/23/2013,FR,2,Serge >>,1.4.4,Pas génial...,"Le service est vraiment super dans sa conception, ce qui ne l'est pas c'est l.approche des concepteur qui ne vous donne pas la main pour faire les choses que vous souhaitez une fois vos photos mise en ligne...Tout est fait pour vous empêcher d.effacer des photos, on vous pourrie la vie si. Vous voulez effacer plusieurs photos (impossible d'effacer un dossier ou plusieurs images à la fois) il faut tout faire une à une ! Super quand vous voulez effacer 2500 photos !"
2/23/2013,US,5,RamseyCascade,1.4.4,View all my photos,"I like that I can view all my photos on my iPad or iPhone.  iCloud is OK, but it loads the photos on my devices and I quickly run out of space."
2/22/2013,US,5,butfacecan,1.4.4,Excellent,"Love it. Very elegant, simple and focused. Please add video soon!"
2/20/2013,CA,5,JAERI,1.4.4,Fantastic app,"Finally I am able to browse old pix easily. I keep discovering pictures from the past. Just great, well thought out clean user interface."
2/17/2013,FR,1,leguillom,1.4.4,L'application se ferme au démarrage,"Depuis cette dernière mise à jour, l'application se ferme au démarrage. C'est très embêtant sachant que j'utilisais l'application pour payer mon abonnement."
2/17/2013,KR,5,크아라늬,1.4.4,Great service,Awesome. One year package is not enough. I need a lifetime package for this service
2/17/2013,US,5,Scientist1962,1.4.4,Spectacular product - spectacular app!,Love it!!!
2/16/2013,US,4,Jeff L Wisconsin,1.4.4,Awesome App,Best value hands down.  Add great format and you have awesome app.  Love the fact that I can use 5 different devices to see pictures.  When they add backup for Yahoo it will be a 5 star program.  The ease of use is as sleek as an Apple product.
2/11/2013,NL,4,JoPe2004,1.4.4,Beheer functie nodig,"Everpix is geweldig. Ik heb ruim 25.000 foto's geüpload. Ik wil graag met mijn iOS app eenvoudige bewerkingen kunnen uitvoeren, zoals roteren. Verder wil ik ook foto's kunnen verbergen zoals op de website wel mogelijk is."
2/11/2013,US,5,MRWelch,1.4.4,So great.,"Really, really love this app and service. Everything backed up, and everything accessible from everywhere, on every device. They're growing the capabilities quickly, as well."
2/11/2013,US,5,Foundinblank,1.4.4,Amazing,"This service is just amazing. 49,000 pictures in the cloud, accessible anytime and anywhere. I'm hooked."
2/9/2013,FR,4,Priso19,1.4.4,Excellent,"Concept parfait.Cependant une fonction permettant d'effacer les photos par lot sur le serveur manque cruellement. Il faut le faire une par une. En cas d'erreur la correction est fastidieuse.Petite latence pour la mise à jour des sources avant de pouvoir en profiter sur les appareils mobiles.Un ""must have"" tout de même."
2/8/2013,US,5,TekkenFan,1.4.3,Good but could be great,Update:  the app has been updated.  Is now very stable.  So it is a 5 star app now. The cloud service is great.  Accessing all you pics via a mobile device is awesome.  The only two things keeping everpix from 5 stars is the instability of the iOS app (not a deal breaker) and the lack of auto rotate for the pics.
2/7/2013,FR,5,Steve2027,1.4.3,Excellent !,La génération suivante des albums photos est là.
2/5/2013,US,5,RamseyCascade,1.4.3,All my family photos available for viewing,I really like that I can have all my family photos available for viewing on my iPhone and iPad and don't have to worry about running out of memory on my devices.
2/5/2013,US,1,G.Sisneros,1.4.3,Maybe it was a cool app way back,"Then, but I don't see the point of it now. All it is, is the iCloud & then you have to pay. Yea, they let you try it for 30 days then you have to pay, I just got rid of it"
2/3/2013,FI,4,Parempi kuin Batman,1.4.3,Toimii,Mutta kuvien tarkkuus olisi hyvä varmistaa - ettei palvelussa heikkene. Ja sitten tietty pitäis olla helppo keino tilata tästä paperikuvat mutta kai ne sen pian jo äkkää
2/2/2013,AU,5,John Harding,1.4.3,A winner.,"Everpix meets my specific needs in that I wanted a photo storage/backup area that is private and available to only me and my family. As well I wanted control over sharing and this is Everpix's default setting - social sharing of photos with very person out there that I know is not what I want for my personal photos. I also am totally impressed with the self loading functions at the heart of the application - no more manual uploading!!!!  So, it will be goodbye to my Flickr account very soon.The team is on a winner here and I have been talking it up with my contacts and other family members."
2/2/2013,FR,5,Phil 7,1.4.3,Super idée,"Super idée, super application. Génial pour avoir toutes ses photos à porté de main. Pour ma par, 28 000 photos et tout sous la main en permanence sur l'iPhone."
2/2/2013,FR,5,alain assier,1.4.3,Bravo bien joué,"Superbe application, intégration parfaite. Grande réactivité du sav. J'utilise depuis la beta, j'apprécie la possibilité de synchro à un endroit défini."
1/30/2013,GB,5,krishb,1.4.3,Amazing,"Been waiti g for something like this. Rediscovered my 35,000+ photo library"
1/26/2013,US,5,C. Amex,1.4.3,Best photo organizer app EVER!!,"I have a decade of digital photos scattered over several computers and various hard drives, with no hope of pulling them all together into something I can use to view my golden memories......and then along comes Everpix! Life is good! ...and my family is now reliving moments from a decade ago that we're formerly lost on a hard drive....for $3.50/month (annual pay) you cannot find a better service.  Just subscribe and stop dilly-dallying!Everpix is storing and organizing 100,000+ pics of my family memories, and we are amazingly pleased at the result - keep up the good work, Everpix team, and keep adding features!"
1/25/2013,FR,4,Germain59,1.4.3,Mes photos sont magnifiées,Grâce à Everpix :)
1/25/2013,US,5,A2iphone,1.4.3,"Love it, love it, love it!","I have been looking for years for an affordable way to store my photos online.  Not only is Everpix affordable, but for the first time I can actually browse through my huge personal photo library.  It brings a smile every time I swipe through photos of my son from when he was small.  Congrats and thank you to the Everpix team."
1/25/2013,CA,5,codegoat,1.4.3,Great,It is so awesome to enjoy your photo library from anywhere and to share with others. I am also confident in the Everpix team to improve the feature set moving forward. Great job!
1/22/2013,US,5,Rodolfo A.,1.4.2,"Awesome service, getting better with each update!","1.4.2. - no longer crashes when changing between years, photos and thumbnails load faster, all around great update!ORIGINAL REVIEW:This is what Apple's Photostream should have been!I have changed from Flickr to Everpix, and all my Flickr photos have synced over just fine!  I basically found I didn't have the time to upload and tag my photos, create and organize sets in Flickr, life just kept getting in the way... now all my photos sync automagically to the cloud (from desktop and iDevices), my wife and I can access them on our iDevices or via the web, and we can share in several ways!  It's freakin' BRILLIANT!Everpix is a great start to a solution that I have been looking / waiting for for a long, long time!  And it's FREE - give it a try!Here are the only two bugs / limitations I have found thusfar:1. Uploaded photos take awhile to show up (might be their servers getting slammed, might be the way they scan the photos to do everything they offer).2. There's no way (that I have found) to move photos in the Sources section. If you have moved photos around on your desktop, you have to delete the source and re-sync it... which ain't the greatest solution.THANK YOU FOR AN AWESOME SERVICE AND GREAT IOS APP!"
1/22/2013,US,3,AbedH,1.4.2,Great start for a new service,"Though lacking in features, it's a great beginning for what is bound to be a useful service. Initially buggy, the new release fixed all the crashing. I subscribed for a year in hopes to see continued improvement and new features like bulk edits."
1/21/2013,US,4,Jeff Porter,1.4.2,Great Photo Backup and sharing app,"I love Everpix.  It's solid, consistent, useful.  The team supporting it is talented and responsive -  it's god a solid future"
1/19/2013,SE,4,dkmjtoo,1.4.2,Very frequent previously unfulfilled need met...,"How to bring out any picture ever taken when you sit down and remember. Show a friend on your iPhone.  Share. Go back to computer and work to make it publishable. Still buggy but improving. Listen to twit triangulation interview for back story and focus focus focus and a business model thats built to last as long as my memories ;-)Tried for three weeks, used in family and self on the the bus. Would love to see some tagging and a few more lightweight features, but understand that focus and simplicity and flawless execution in features chosen is the way. thanks,peter"
1/19/2013,US,4,Christiaan VandenHeuvel,1.4.2,All my photos in one place!,"I'm really looking forward to how this app and service will change how I keep, view and share my photos. There are some UI issues that make the app a little hard to use. Great looking app: good start!"
1/18/2013,HK,5,iguy82,1.4.2,Dropbox of photo,"Very useful to keep all my photos on cloud. Great UI and easy to browser my photos on web, iphone and ipad. But may I group my moment by my self?"
1/16/2013,GB,1,Andy Thomson,1.4.1,Very unstable,"I synced 15000 photos, the app only let's me view about 1200 though.The app crashes when switching views to different years.Very sad :-("
1/16/2013,ES,5,Nacho2201,1.4.1,Fantastico servicio,"Ahora mismo, ya es estupendo tener una copia de todas tus fotos en la nube, con la organización que les des en iPhoto, Aperture o Lightroom. Pero las características que tienen planeadas mejorarían aun más el servicio (etiquetas semánticas automáticas, búsqueda de fotografías similares….)"
1/15/2013,US,3,Arthur McKiernan,1.4.1,Would love to replace iPhoto with this but...,"I would love to use this service as a replacement for iPhoto but it lacks some important features.  Face tagging, albums, and the ability to set keywords for photos would be great.  Also would like the ability to upload videos to make it an all in one media storage solution."
1/15/2013,US,5,BenjaminLotan,1.4.1,Excited to stick with these guys!,Really happy with the app. Synced 60k of my photos and love browsing them on my iPhone. Great app!
1/14/2013,US,4,TekkenFan,1.4.1,Good but could be great,The cloud service is great.  Accessing all you pics via a mobile device is awesome.  The only two things keeping everpix from 5 stars is the instability of the iOS app (not a deal breaker) and the lack of auto rotate for the pics.
1/13/2013,GB,5,Marcus Liberman,1.4.1,Lovely service and good looking app,"I have used this to get the 47,000+ photos from our Mac up onto the internet (it took a while!) and love the way it puts them together. It has got me delving into all sorts of old pics and events and emailing them to loved ones. Like a photo treasure trove opened up."
1/13/2013,US,4,GrumpyTechie,1.4.1,Outstanding,"Great way to take tens of thousands of pictures and organize them into a user friendly presentation mode.  Because of the presentation method I have spent hours reviewing and enjoying photos that I probably would never have looked at again.  It is very fast at getting the pictures uploaded, but it does take awhile to get GB's of data uploaded.  I have noted a few bugs but that is to be expected with software this complicated. Good job to the developers!"
1/13/2013,CA,5,Pascal Wickert,1.4.1,Amazing app,I have 38711 photos and this app is working perfectly. I shared some of my Moments with family and friends very easily. I use it also with my MacBook Pro and it works like a charm! Amazing application!
1/13/2013,US,1,3rdpig,1.4.1,"Great potential, but...","I would have really liked this app - if it worked as advertised.  Unfortunately it has not. It is taking forever for my photos to show up. And the supposedly best feature of this app- to highlight and show the best photos has yet to show anything. It also keeps crashing. I will give it a few more days to see if the service improves or if they update the app. If not, buh-bye everpix."
1/11/2013,AU,5,Cascadder,1.3.1,iPhoto Bulge Solved,"Going through tens of thousands of photos downloaded from multiple cameras and phones is not my idea of fun. Why don't people delete the unwanted as they go? Everpix has saved me the pain of removing duplicates (it's done automatically!), selecting the best quality images (hours of my time!) and then presents my entire life beautifully. Such a brilliant idea and has revolutionised the iPhoto bulge that just wasn't going to be solved easily. Subscribed for life!"
1/11/2013,US,2,Christiaan VandenHeuvel,1.4.1,Great potential!,"I'm really looking forward to how this app and service will change how I keep, view and share my photos. Bugs: keeps crashing (especially when switching to moments in different year) and no ""Highlights"" yet. There are also some UI issues that make the app a little hard to use. Great looking app: good start!"
1/11/2013,US,5,Rodolfo A.,1.4.1,AWESOME IDEA with some small bugs,"This is what Apple's Photostream should have been!I have changed from Flickr to Everpix, and all my Flickr photos have synced over just fine!  I basically found I didn't have the time to upload and tag my photos, create and organize sets in Flickr, life just kept getting in the way... now all my photos sync automagically to the cloud (from desktop and iDevices), my wife and I can access them on our iDevices or via the web, and we can share in several ways!  It's freakin' BRILLIANT!Everpix is a great start to a solution that I have been looking / waiting for for a long, long time!  And it's FREE - give it a try!Here are the bugs I have found thusfar:1. Uploaded photos take awhile to show up (might be their servers getting slammed, might be the way they scan the photos to do everything they offer).2. Last night, the app would crash on iPad when changing between years, and today on iPhone it crashes as well. Maybe photos are getting synced and organized, but it should not cause a crash.3. There's no way (that I have found) to move photos in the Sources section. If you have moved photos around on your desktop, you have to delete the source and re-sync it... which ain't the greatest solution.Will update with further findings.THANK YOU FOR AN AWESOME SERVICE AND GREAT IOS APP!"
